index,animated,cases,grammatical,positions,sentence,template
22,False,AND,True,231,"Es steht fest, dass den Fahrer der Führerschein dem Polizisten abnimmt.",0
23,False,ADN,True,231,"Es steht fest, dass den Fahrer dem Führerschein der Polizist abnimmt.",0
24,False,NDA,True,312,"Es steht fest, dass der Führerschein dem Polizisten den Fahrer abnimmt.",0
25,False,NAD,True,312,"Es steht fest, dass der Führerschein den Polizisten dem Fahrer abnimmt.",0
26,False,DNA,True,312,"Es steht fest, dass dem Führerschein der Polizist den Fahrer abnimmt.",0
27,False,DAN,True,312,"Es steht fest, dass dem Führerschein den Polizisten der Fahrer abnimmt.",0
28,False,AND,True,312,"Es steht fest, dass den Führerschein der Polizist dem Fahrer abnimmt.",0
29,False,ADN,True,312,"Es steht fest, dass den Führerschein dem Polizisten der Fahrer abnimmt.",0
30,False,NDA,True,321,"Es steht fest, dass der Führerschein dem Fahrer den Polizisten abnimmt.",0
31,False,NAD,True,321,"Es steht fest, dass der Führerschein den Fahrer dem Polizisten abnimmt.",0
32,False,DNA,True,321,"Es steht fest, dass dem Führerschein der Fahrer den Polizisten abnimmt.",0
33,False,DAN,True,321,"Es steht fest, dass dem Führerschein den Fahrer der Polizist abnimmt.",0
34,False,AND,True,321,"Es steht fest, dass den Führerschein der Fahrer dem Polizisten abnimmt.",0
35,False,ADN,True,321,"Es steht fest, dass den Führerschein dem Fahrer der Polizist abnimmt.",0
36,False,NNA,False,123,"Es steht fest, dass der Polizist der Fahrer den Führerschein abnimmt.",0
37,False,NND,False,123,"Es steht fest, dass der Polizist der Fahrer dem Führerschein abnimmt.",0
38,False,NAN,False,123,"Es steht fest, dass der Polizist den Fahrer der Führerschein abnimmt.",0
39,False,NDN,False,123,"Es steht fest, dass der Polizist dem Fahrer der Führerschein abnimmt.",0
40,False,ANN,False,123,"Es steht fest, dass den Polizisten der Fahrer der Führerschein abnimmt.",0
41,False,DNN,False,123,"Es steht fest, dass dem Polizisten der Fahrer der Führerschein abnimmt.",0
42,False,AAN,False,123,"Es steht fest, dass den Polizisten den Fahrer der Führerschein abnimmt.",0
43,False,AAD,False,123,"Es steht fest, dass den Polizisten den Fahrer dem Führerschein abnimmt.",0
44,False,ANA,False,123,"Es steht fest, dass den Polizisten der Fahrer den Führerschein abnimmt.",0
45,False,ADA,False,123,"Es steht fest, dass den Polizisten dem Fahrer den Führerschein abnimmt.",0
46,False,NAA,False,123,"Es steht fest, dass der Polizist den Fahrer den Führerschein abnimmt.",0
47,False,DAA,False,123,"Es steht fest, dass dem Polizisten den Fahrer den Führerschein abnimmt.",0
48,False,DDN,False,123,"Es steht fest, dass dem Polizisten dem Fahrer der Führerschein abnimmt.",0
49,False,DDA,False,123,"Es steht fest, dass dem Polizisten dem Fahrer den Führerschein abnimmt.",0
50,False,DND,False,123,"Es steht fest, dass dem Polizisten der Fahrer dem Führerschein abnimmt.",0
51,False,DAD,False,123,"Es steht fest, dass dem Polizisten den Fahrer dem Führerschein abnimmt.",0
52,False,NDD,False,123,"Es steht fest, dass der Polizist dem Fahrer dem Führerschein abnimmt.",0
53,False,ADD,False,123,"Es steht fest, dass den Polizisten dem Fahrer dem Führerschein abnimmt.",0
54,False,NNA,False,213,"Es steht fest, dass der Fahrer der Polizist den Führerschein abnimmt.",0
55,False,NND,False,213,"Es steht fest, dass der Fahrer der Polizist dem Führerschein abnimmt.",0
56,False,NAN,False,213,"Es steht fest, dass der Fahrer den Polizisten der Führerschein abnimmt.",0
57,False,NDN,False,213,"Es steht fest, dass der Fahrer dem Polizisten der Führerschein abnimmt.",0
58,False,ANN,False,213,"Es steht fest, dass den Fahrer der Polizist der Führerschein abnimmt.",0
59,False,DNN,False,213,"Es steht fest, dass dem Fahrer der Polizist der Führerschein abnimmt.",0
60,False,AAN,False,213,"Es steht fest, dass den Fahrer den Polizisten der Führerschein abnimmt.",0
61,False,AAD,False,213,"Es steht fest, dass den Fahrer den Polizisten dem Führerschein abnimmt.",0
62,False,ANA,False,213,"Es steht fest, dass den Fahrer der Polizist den Führerschein abnimmt.",0
63,False,ADA,False,213,"Es steht fest, dass den Fahrer dem Polizisten den Führerschein abnimmt.",0
64,False,NAA,False,213,"Es steht fest, dass der Fahrer den Polizisten den Führerschein abnimmt.",0
65,False,DAA,False,213,"Es steht fest, dass dem Fahrer den Polizisten den Führerschein abnimmt.",0
66,False,DDN,False,213,"Es steht fest, dass dem Fahrer dem Polizisten der Führerschein abnimmt.",0
67,False,DDA,False,213,"Es steht fest, dass dem Fahrer dem Polizisten den Führerschein abnimmt.",0
68,False,DND,False,213,"Es steht fest, dass dem Fahrer der Polizist dem Führerschein abnimmt.",0
69,False,DAD,False,213,"Es steht fest, dass dem Fahrer den Polizisten dem Führerschein abnimmt.",0
70,False,NDD,False,213,"Es steht fest, dass der Fahrer dem Polizisten dem Führerschein abnimmt.",0
71,False,ADD,False,213,"Es steht fest, dass den Fahrer dem Polizisten dem Führerschein abnimmt.",0
72,False,NNA,False,132,"Es steht fest, dass der Polizist der Führerschein den Fahrer abnimmt.",0
73,False,NND,False,132,"Es steht fest, dass der Polizist der Führerschein dem Fahrer abnimmt.",0
74,False,NAN,False,132,"Es steht fest, dass der Polizist den Führerschein der Fahrer abnimmt.",0
75,False,NDN,False,132,"Es steht fest, dass der Polizist dem Führerschein der Fahrer abnimmt.",0
76,False,ANN,False,132,"Es steht fest, dass den Polizisten der Führerschein der Fahrer abnimmt.",0
77,False,DNN,False,132,"Es steht fest, dass dem Polizisten der Führerschein der Fahrer abnimmt.",0
78,False,AAN,False,132,"Es steht fest, dass den Polizisten den Führerschein der Fahrer abnimmt.",0
79,False,AAD,False,132,"Es steht fest, dass den Polizisten den Führerschein dem Fahrer abnimmt.",0
80,False,ANA,False,132,"Es steht fest, dass den Polizisten der Führerschein den Fahrer abnimmt.",0
81,False,ADA,False,132,"Es steht fest, dass den Polizisten dem Führerschein den Fahrer abnimmt.",0
82,False,NAA,False,132,"Es steht fest, dass der Polizist den Führerschein den Fahrer abnimmt.",0
83,False,DAA,False,132,"Es steht fest, dass dem Polizisten den Führerschein den Fahrer abnimmt.",0
84,False,DDN,False,132,"Es steht fest, dass dem Polizisten dem Führerschein der Fahrer abnimmt.",0
85,False,DDA,False,132,"Es steht fest, dass dem Polizisten dem Führerschein den Fahrer abnimmt.",0
86,False,DND,False,132,"Es steht fest, dass dem Polizisten der Führerschein dem Fahrer abnimmt.",0
87,False,DAD,False,132,"Es steht fest, dass dem Polizisten den Führerschein dem Fahrer abnimmt.",0
88,False,NDD,False,132,"Es steht fest, dass der Polizist dem Führerschein dem Fahrer abnimmt.",0
89,False,ADD,False,132,"Es steht fest, dass den Polizisten dem Führerschein dem Fahrer abnimmt.",0
90,False,NNA,False,231,"Es steht fest, dass der Fahrer der Führerschein den Polizisten abnimmt.",0
91,False,NND,False,231,"Es steht fest, dass der Fahrer der Führerschein dem Polizisten abnimmt.",0
92,False,NAN,False,231,"Es steht fest, dass der Fahrer den Führerschein der Polizist abnimmt.",0
93,False,NDN,False,231,"Es steht fest, dass der Fahrer dem Führerschein der Polizist abnimmt.",0
94,False,ANN,False,231,"Es steht fest, dass den Fahrer der Führerschein der Polizist abnimmt.",0
95,False,DNN,False,231,"Es steht fest, dass dem Fahrer der Führerschein der Polizist abnimmt.",0
96,False,AAN,False,231,"Es steht fest, dass den Fahrer den Führerschein der Polizist abnimmt.",0
97,False,AAD,False,231,"Es steht fest, dass den Fahrer den Führerschein dem Polizisten abnimmt.",0
98,False,ANA,False,231,"Es steht fest, dass den Fahrer der Führerschein den Polizisten abnimmt.",0
99,False,ADA,False,231,"Es steht fest, dass den Fahrer dem Führerschein den Polizisten abnimmt.",0
100,False,NAA,False,231,"Es steht fest, dass der Fahrer den Führerschein den Polizisten abnimmt.",0
101,False,DAA,False,231,"Es steht fest, dass dem Fahrer den Führerschein den Polizisten abnimmt.",0
102,False,DDN,False,231,"Es steht fest, dass dem Fahrer dem Führerschein der Polizist abnimmt.",0
103,False,DDA,False,231,"Es steht fest, dass dem Fahrer dem Führerschein den Polizisten abnimmt.",0
104,False,DND,False,231,"Es steht fest, dass dem Fahrer der Führerschein dem Polizisten abnimmt.",0
105,False,DAD,False,231,"Es steht fest, dass dem Fahrer den Führerschein dem Polizisten abnimmt.",0
106,False,NDD,False,231,"Es steht fest, dass der Fahrer dem Führerschein dem Polizisten abnimmt.",0
107,False,ADD,False,231,"Es steht fest, dass den Fahrer dem Führerschein dem Polizisten abnimmt.",0
108,False,NNA,False,312,"Es steht fest, dass der Führerschein der Polizist den Fahrer abnimmt.",0
109,False,NND,False,312,"Es steht fest, dass der Führerschein der Polizist dem Fahrer abnimmt.",0
110,False,NAN,False,312,"Es steht fest, dass der Führerschein den Polizisten der Fahrer abnimmt.",0
111,False,NDN,False,312,"Es steht fest, dass der Führerschein dem Polizisten der Fahrer abnimmt.",0
112,False,ANN,False,312,"Es steht fest, dass den Führerschein der Polizist der Fahrer abnimmt.",0
113,False,DNN,False,312,"Es steht fest, dass dem Führerschein der Polizist der Fahrer abnimmt.",0
114,False,AAN,False,312,"Es steht fest, dass den Führerschein den Polizisten der Fahrer abnimmt.",0
115,False,AAD,False,312,"Es steht fest, dass den Führerschein den Polizisten dem Fahrer abnimmt.",0
116,False,ANA,False,312,"Es steht fest, dass den Führerschein der Polizist den Fahrer abnimmt.",0
117,False,ADA,False,312,"Es steht fest, dass den Führerschein dem Polizisten den Fahrer abnimmt.",0
118,False,NAA,False,312,"Es steht fest, dass der Führerschein den Polizisten den Fahrer abnimmt.",0
119,False,DAA,False,312,"Es steht fest, dass dem Führerschein den Polizisten den Fahrer abnimmt.",0
120,False,DDN,False,312,"Es steht fest, dass dem Führerschein dem Polizisten der Fahrer abnimmt.",0
121,False,DDA,False,312,"Es steht fest, dass dem Führerschein dem Polizisten den Fahrer abnimmt.",0
122,False,DND,False,312,"Es steht fest, dass dem Führerschein der Polizist dem Fahrer abnimmt.",0
123,False,DAD,False,312,"Es steht fest, dass dem Führerschein den Polizisten dem Fahrer abnimmt.",0
124,False,NDD,False,312,"Es steht fest, dass der Führerschein dem Polizisten dem Fahrer abnimmt.",0
125,False,ADD,False,312,"Es steht fest, dass den Führerschein dem Polizisten dem Fahrer abnimmt.",0
126,False,NNA,False,321,"Es steht fest, dass der Führerschein der Fahrer den Polizisten abnimmt.",0
127,False,NND,False,321,"Es steht fest, dass der Führerschein der Fahrer dem Polizisten abnimmt.",0
128,False,NAN,False,321,"Es steht fest, dass der Führerschein den Fahrer der Polizist abnimmt.",0
129,False,NDN,False,321,"Es steht fest, dass der Führerschein dem Fahrer der Polizist abnimmt.",0
130,False,ANN,False,321,"Es steht fest, dass den Führerschein der Fahrer der Polizist abnimmt.",0
131,False,DNN,False,321,"Es steht fest, dass dem Führerschein der Fahrer der Polizist abnimmt.",0
132,False,AAN,False,321,"Es steht fest, dass den Führerschein den Fahrer der Polizist abnimmt.",0
133,False,AAD,False,321,"Es steht fest, dass den Führerschein den Fahrer dem Polizisten abnimmt.",0
134,False,ANA,False,321,"Es steht fest, dass den Führerschein der Fahrer den Polizisten abnimmt.",0
135,False,ADA,False,321,"Es steht fest, dass den Führerschein dem Fahrer den Polizisten abnimmt.",0
136,False,NAA,False,321,"Es steht fest, dass der Führerschein den Fahrer den Polizisten abnimmt.",0
137,False,DAA,False,321,"Es steht fest, dass dem Führerschein den Fahrer den Polizisten abnimmt.",0
138,False,DDN,False,321,"Es steht fest, dass dem Führerschein dem Fahrer der Polizist abnimmt.",0
139,False,DDA,False,321,"Es steht fest, dass dem Führerschein dem Fahrer den Polizisten abnimmt.",0
140,False,DND,False,321,"Es steht fest, dass dem Führerschein der Fahrer dem Polizisten abnimmt.",0
141,False,DAD,False,321,"Es steht fest, dass dem Führerschein den Fahrer dem Polizisten abnimmt.",0
142,False,NDD,False,321,"Es steht fest, dass der Führerschein dem Fahrer dem Polizisten abnimmt.",0
143,False,ADD,False,321,"Es steht fest, dass den Führerschein dem Fahrer dem Polizisten abnimmt.",0
144,False,NDA,True,123,"Ich finde es toll, dass der Verkäufer dem Kunden einen Wein anbietet.",1
145,False,NAD,True,123,"Ich finde es toll, dass der Verkäufer den Kunden einem Wein anbietet.",1
146,False,DNA,True,123,"Ich finde es toll, dass dem Verkäufer der Kunde einen Wein anbietet.",1
147,False,DAN,True,123,"Ich finde es toll, dass dem Verkäufer den Kunden ein Wein anbietet.",1
148,False,AND,True,123,"Ich finde es toll, dass den Verkäufer der Kunde einem Wein anbietet.",1
149,False,ADN,True,123,"Ich finde es toll, dass den Verkäufer dem Kunden ein Wein anbietet.",1
150,False,NDA,True,213,"Ich finde es toll, dass der Kunde dem Verkäufer einen Wein anbietet.",1
151,False,NAD,True,213,"Ich finde es toll, dass der Kunde den Verkäufer einem Wein anbietet.",1
152,False,DNA,True,213,"Ich finde es toll, dass dem Kunden der Verkäufer einen Wein anbietet.",1
153,False,DAN,True,213,"Ich finde es toll, dass dem Kunden den Verkäufer ein Wein anbietet.",1
154,False,AND,True,213,"Ich finde es toll, dass den Kunden der Verkäufer einem Wein anbietet.",1
155,False,ADN,True,213,"Ich finde es toll, dass den Kunden dem Verkäufer ein Wein anbietet.",1
156,False,NDA,True,132,"Ich finde es toll, dass der Verkäufer einem Wein den Kunden anbietet.",1
157,False,NAD,True,132,"Ich finde es toll, dass der Verkäufer einen Wein dem Kunden anbietet.",1
158,False,DNA,True,132,"Ich finde es toll, dass dem Verkäufer ein Wein den Kunden anbietet.",1
159,False,DAN,True,132,"Ich finde es toll, dass dem Verkäufer einen Wein der Kunde anbietet.",1
160,False,AND,True,132,"Ich finde es toll, dass den Verkäufer ein Wein dem Kunden anbietet.",1
161,False,ADN,True,132,"Ich finde es toll, dass den Verkäufer einem Wein der Kunde anbietet.",1
162,False,NDA,True,231,"Ich finde es toll, dass der Kunde einem Wein den Verkäufer anbietet.",1
163,False,NAD,True,231,"Ich finde es toll, dass der Kunde einen Wein dem Verkäufer anbietet.",1
164,False,DNA,True,231,"Ich finde es toll, dass dem Kunden ein Wein den Verkäufer anbietet.",1
165,False,DAN,True,231,"Ich finde es toll, dass dem Kunden einen Wein der Verkäufer anbietet.",1
166,False,AND,True,231,"Ich finde es toll, dass den Kunden ein Wein dem Verkäufer anbietet.",1
167,False,ADN,True,231,"Ich finde es toll, dass den Kunden einem Wein der Verkäufer anbietet.",1
168,False,NDA,True,312,"Ich finde es toll, dass ein Wein dem Verkäufer den Kunden anbietet.",1
169,False,NAD,True,312,"Ich finde es toll, dass ein Wein den Verkäufer dem Kunden anbietet.",1
170,False,DNA,True,312,"Ich finde es toll, dass einem Wein der Verkäufer den Kunden anbietet.",1
171,False,DAN,True,312,"Ich finde es toll, dass einem Wein den Verkäufer der Kunde anbietet.",1
172,False,AND,True,312,"Ich finde es toll, dass einen Wein der Verkäufer dem Kunden anbietet.",1
173,False,ADN,True,312,"Ich finde es toll, dass einen Wein dem Verkäufer der Kunde anbietet.",1
174,False,NDA,True,321,"Ich finde es toll, dass ein Wein dem Kunden den Verkäufer anbietet.",1
175,False,NAD,True,321,"Ich finde es toll, dass ein Wein den Kunden dem Verkäufer anbietet.",1
176,False,DNA,True,321,"Ich finde es toll, dass einem Wein der Kunde den Verkäufer anbietet.",1
177,False,DAN,True,321,"Ich finde es toll, dass einem Wein den Kunden der Verkäufer anbietet.",1
178,False,AND,True,321,"Ich finde es toll, dass einen Wein der Kunde dem Verkäufer anbietet.",1
179,False,ADN,True,321,"Ich finde es toll, dass einen Wein dem Kunden der Verkäufer anbietet.",1
180,False,NNA,False,123,"Ich finde es toll, dass der Verkäufer der Kunde einen Wein anbietet.",1
181,False,NND,False,123,"Ich finde es toll, dass der Verkäufer der Kunde einem Wein anbietet.",1
182,False,NAN,False,123,"Ich finde es toll, dass der Verkäufer den Kunden ein Wein anbietet.",1
183,False,NDN,False,123,"Ich finde es toll, dass der Verkäufer dem Kunden ein Wein anbietet.",1
184,False,ANN,False,123,"Ich finde es toll, dass den Verkäufer der Kunde ein Wein anbietet.",1
185,False,DNN,False,123,"Ich finde es toll, dass dem Verkäufer der Kunde ein Wein anbietet.",1
186,False,AAN,False,123,"Ich finde es toll, dass den Verkäufer den Kunden ein Wein anbietet.",1
187,False,AAD,False,123,"Ich finde es toll, dass den Verkäufer den Kunden einem Wein anbietet.",1
188,False,ANA,False,123,"Ich finde es toll, dass den Verkäufer der Kunde einen Wein anbietet.",1
189,False,ADA,False,123,"Ich finde es toll, dass den Verkäufer dem Kunden einen Wein anbietet.",1
190,False,NAA,False,123,"Ich finde es toll, dass der Verkäufer den Kunden einen Wein anbietet.",1
191,False,DAA,False,123,"Ich finde es toll, dass dem Verkäufer den Kunden einen Wein anbietet.",1
192,False,DDN,False,123,"Ich finde es toll, dass dem Verkäufer dem Kunden ein Wein anbietet.",1
193,False,DDA,False,123,"Ich finde es toll, dass dem Verkäufer dem Kunden einen Wein anbietet.",1
194,False,DND,False,123,"Ich finde es toll, dass dem Verkäufer der Kunde einem Wein anbietet.",1
195,False,DAD,False,123,"Ich finde es toll, dass dem Verkäufer den Kunden einem Wein anbietet.",1
196,False,NDD,False,123,"Ich finde es toll, dass der Verkäufer dem Kunden einem Wein anbietet.",1
197,False,ADD,False,123,"Ich finde es toll, dass den Verkäufer dem Kunden einem Wein anbietet.",1
198,False,NNA,False,213,"Ich finde es toll, dass der Kunde der Verkäufer einen Wein anbietet.",1
199,False,NND,False,213,"Ich finde es toll, dass der Kunde der Verkäufer einem Wein anbietet.",1
200,False,NAN,False,213,"Ich finde es toll, dass der Kunde den Verkäufer ein Wein anbietet.",1
201,False,NDN,False,213,"Ich finde es toll, dass der Kunde dem Verkäufer ein Wein anbietet.",1
202,False,ANN,False,213,"Ich finde es toll, dass den Kunden der Verkäufer ein Wein anbietet.",1
203,False,DNN,False,213,"Ich finde es toll, dass dem Kunden der Verkäufer ein Wein anbietet.",1
204,False,AAN,False,213,"Ich finde es toll, dass den Kunden den Verkäufer ein Wein anbietet.",1
205,False,AAD,False,213,"Ich finde es toll, dass den Kunden den Verkäufer einem Wein anbietet.",1
206,False,ANA,False,213,"Ich finde es toll, dass den Kunden der Verkäufer einen Wein anbietet.",1
207,False,ADA,False,213,"Ich finde es toll, dass den Kunden dem Verkäufer einen Wein anbietet.",1
208,False,NAA,False,213,"Ich finde es toll, dass der Kunde den Verkäufer einen Wein anbietet.",1
209,False,DAA,False,213,"Ich finde es toll, dass dem Kunden den Verkäufer einen Wein anbietet.",1
210,False,DDN,False,213,"Ich finde es toll, dass dem Kunden dem Verkäufer ein Wein anbietet.",1
211,False,DDA,False,213,"Ich finde es toll, dass dem Kunden dem Verkäufer einen Wein anbietet.",1
212,False,DND,False,213,"Ich finde es toll, dass dem Kunden der Verkäufer einem Wein anbietet.",1
213,False,DAD,False,213,"Ich finde es toll, dass dem Kunden den Verkäufer einem Wein anbietet.",1
214,False,NDD,False,213,"Ich finde es toll, dass der Kunde dem Verkäufer einem Wein anbietet.",1
215,False,ADD,False,213,"Ich finde es toll, dass den Kunden dem Verkäufer einem Wein anbietet.",1
216,False,NNA,False,132,"Ich finde es toll, dass der Verkäufer ein Wein den Kunden anbietet.",1
217,False,NND,False,132,"Ich finde es toll, dass der Verkäufer ein Wein dem Kunden anbietet.",1
218,False,NAN,False,132,"Ich finde es toll, dass der Verkäufer einen Wein der Kunde anbietet.",1
219,False,NDN,False,132,"Ich finde es toll, dass der Verkäufer einem Wein der Kunde anbietet.",1
220,False,ANN,False,132,"Ich finde es toll, dass den Verkäufer ein Wein der Kunde anbietet.",1
221,False,DNN,False,132,"Ich finde es toll, dass dem Verkäufer ein Wein der Kunde anbietet.",1
222,False,AAN,False,132,"Ich finde es toll, dass den Verkäufer einen Wein der Kunde anbietet.",1
223,False,AAD,False,132,"Ich finde es toll, dass den Verkäufer einen Wein dem Kunden anbietet.",1
224,False,ANA,False,132,"Ich finde es toll, dass den Verkäufer ein Wein den Kunden anbietet.",1
225,False,ADA,False,132,"Ich finde es toll, dass den Verkäufer einem Wein den Kunden anbietet.",1
226,False,NAA,False,132,"Ich finde es toll, dass der Verkäufer einen Wein den Kunden anbietet.",1
227,False,DAA,False,132,"Ich finde es toll, dass dem Verkäufer einen Wein den Kunden anbietet.",1
228,False,DDN,False,132,"Ich finde es toll, dass dem Verkäufer einem Wein der Kunde anbietet.",1
229,False,DDA,False,132,"Ich finde es toll, dass dem Verkäufer einem Wein den Kunden anbietet.",1
230,False,DND,False,132,"Ich finde es toll, dass dem Verkäufer ein Wein dem Kunden anbietet.",1
231,False,DAD,False,132,"Ich finde es toll, dass dem Verkäufer einen Wein dem Kunden anbietet.",1
232,False,NDD,False,132,"Ich finde es toll, dass der Verkäufer einem Wein dem Kunden anbietet.",1
233,False,ADD,False,132,"Ich finde es toll, dass den Verkäufer einem Wein dem Kunden anbietet.",1
234,False,NNA,False,231,"Ich finde es toll, dass der Kunde ein Wein den Verkäufer anbietet.",1
235,False,NND,False,231,"Ich finde es toll, dass der Kunde ein Wein dem Verkäufer anbietet.",1
236,False,NAN,False,231,"Ich finde es toll, dass der Kunde einen Wein der Verkäufer anbietet.",1
237,False,NDN,False,231,"Ich finde es toll, dass der Kunde einem Wein der Verkäufer anbietet.",1
238,False,ANN,False,231,"Ich finde es toll, dass den Kunden ein Wein der Verkäufer anbietet.",1
239,False,DNN,False,231,"Ich finde es toll, dass dem Kunden ein Wein der Verkäufer anbietet.",1
240,False,AAN,False,231,"Ich finde es toll, dass den Kunden einen Wein der Verkäufer anbietet.",1
241,False,AAD,False,231,"Ich finde es toll, dass den Kunden einen Wein dem Verkäufer anbietet.",1
242,False,ANA,False,231,"Ich finde es toll, dass den Kunden ein Wein den Verkäufer anbietet.",1
243,False,ADA,False,231,"Ich finde es toll, dass den Kunden einem Wein den Verkäufer anbietet.",1
244,False,NAA,False,231,"Ich finde es toll, dass der Kunde einen Wein den Verkäufer anbietet.",1
245,False,DAA,False,231,"Ich finde es toll, dass dem Kunden einen Wein den Verkäufer anbietet.",1
246,False,DDN,False,231,"Ich finde es toll, dass dem Kunden einem Wein der Verkäufer anbietet.",1
247,False,DDA,False,231,"Ich finde es toll, dass dem Kunden einem Wein den Verkäufer anbietet.",1
248,False,DND,False,231,"Ich finde es toll, dass dem Kunden ein Wein dem Verkäufer anbietet.",1
249,False,DAD,False,231,"Ich finde es toll, dass dem Kunden einen Wein dem Verkäufer anbietet.",1
250,False,NDD,False,231,"Ich finde es toll, dass der Kunde einem Wein dem Verkäufer anbietet.",1
251,False,ADD,False,231,"Ich finde es toll, dass den Kunden einem Wein dem Verkäufer anbietet.",1
252,False,NNA,False,312,"Ich finde es toll, dass ein Wein der Verkäufer den Kunden anbietet.",1
253,False,NND,False,312,"Ich finde es toll, dass ein Wein der Verkäufer dem Kunden anbietet.",1
254,False,NAN,False,312,"Ich finde es toll, dass ein Wein den Verkäufer der Kunde anbietet.",1
255,False,NDN,False,312,"Ich finde es toll, dass ein Wein dem Verkäufer der Kunde anbietet.",1
256,False,ANN,False,312,"Ich finde es toll, dass einen Wein der Verkäufer der Kunde anbietet.",1
257,False,DNN,False,312,"Ich finde es toll, dass einem Wein der Verkäufer der Kunde anbietet.",1
258,False,AAN,False,312,"Ich finde es toll, dass einen Wein den Verkäufer der Kunde anbietet.",1
259,False,AAD,False,312,"Ich finde es toll, dass einen Wein den Verkäufer dem Kunden anbietet.",1
260,False,ANA,False,312,"Ich finde es toll, dass einen Wein der Verkäufer den Kunden anbietet.",1
261,False,ADA,False,312,"Ich finde es toll, dass einen Wein dem Verkäufer den Kunden anbietet.",1
262,False,NAA,False,312,"Ich finde es toll, dass ein Wein den Verkäufer den Kunden anbietet.",1
263,False,DAA,False,312,"Ich finde es toll, dass einem Wein den Verkäufer den Kunden anbietet.",1
264,False,DDN,False,312,"Ich finde es toll, dass einem Wein dem Verkäufer der Kunde anbietet.",1
265,False,DDA,False,312,"Ich finde es toll, dass einem Wein dem Verkäufer den Kunden anbietet.",1
266,False,DND,False,312,"Ich finde es toll, dass einem Wein der Verkäufer dem Kunden anbietet.",1
267,False,DAD,False,312,"Ich finde es toll, dass einem Wein den Verkäufer dem Kunden anbietet.",1
268,False,NDD,False,312,"Ich finde es toll, dass ein Wein dem Verkäufer dem Kunden anbietet.",1
269,False,ADD,False,312,"Ich finde es toll, dass einen Wein dem Verkäufer dem Kunden anbietet.",1
270,False,NNA,False,321,"Ich finde es toll, dass ein Wein der Kunde den Verkäufer anbietet.",1
271,False,NND,False,321,"Ich finde es toll, dass ein Wein der Kunde dem Verkäufer anbietet.",1
272,False,NAN,False,321,"Ich finde es toll, dass ein Wein den Kunden der Verkäufer anbietet.",1
273,False,NDN,False,321,"Ich finde es toll, dass ein Wein dem Kunden der Verkäufer anbietet.",1
274,False,ANN,False,321,"Ich finde es toll, dass einen Wein der Kunde der Verkäufer anbietet.",1
275,False,DNN,False,321,"Ich finde es toll, dass einem Wein der Kunde der Verkäufer anbietet.",1
276,False,AAN,False,321,"Ich finde es toll, dass einen Wein den Kunden der Verkäufer anbietet.",1
277,False,AAD,False,321,"Ich finde es toll, dass einen Wein den Kunden dem Verkäufer anbietet.",1
278,False,ANA,False,321,"Ich finde es toll, dass einen Wein der Kunde den Verkäufer anbietet.",1
279,False,ADA,False,321,"Ich finde es toll, dass einen Wein dem Kunden den Verkäufer anbietet.",1
280,False,NAA,False,321,"Ich finde es toll, dass ein Wein den Kunden den Verkäufer anbietet.",1
